Target Distance: 200, Step Size: 20
2555: (x,y)=(-40.5354,-45.716)
2556: (x,y)=(-39.4461,-44.0387)
2557: (x,y)=(-37.914,-42.7531)
2558: (x,y)=(-39.1996,-41.221)
2559: (x,y)=(-38.7497,-39.2723)
2560: (x,y)=(-39.9253,-40.8903)
2561: (x,y)=(-40.9851,-39.1942)
2562: (x,y)=(-39.1307,-38.445)
2563: (x,y)=(-40.9718,-39.2265)
2564: (x,y)=(-42.0316,-37.5304)
2565: (x,y)=(-40.8844,-39.1687)
2566: (x,y)=(-42.4817,-37.965)
2567: (x,y)=(-44.4805,-37.8952)
2568: (x,y)=(-44.5503,-39.894)
2569: (x,y)=(-44.6201,-37.8952)
2570: (x,y)=(-46.2174,-36.6916)
2571: (x,y)=(-47.7037,-35.3533)
2572: (x,y)=(-48.5171,-37.1804)
2573: (x,y)=(-46.5281,-36.9714)
2574: (x,y)=(-48.1461,-38.147)
2575: (x,y)=(-50.0133,-38.8637)
2576: (x,y)=(-50.4971,-40.8043)
2577: (x,y)=(-48.5746,-41.3556)
2578: (x,y)=(-50.2519,-42.4448)
2579: (x,y)=(-51.5375,-43.9769)
2580: (x,y)=(-49.6354,-44.595)
2581: (x,y)=(-51.5148,-45.279)
2582: (x,y)=(-51.4799,-47.2787)
2583: (x,y)=(-52.5983,-48.9368)
2584: (x,y)=(-54.2944,-49.9966)
2585: (x,y)=(-55.7086,-51.4108)
2586: (x,y)=(-55.1573,-49.4883)
2587: (x,y)=(-56.1269,-51.2375)
2588: (x,y)=(-54.2598,-51.9543)
2589: (x,y)=(-56.1008,-52.7357)
2590: (x,y)=(-54.5913,-54.0478)
2591: (x,y)=(-55.0752,-52.1073)
2592: (x,y)=(-54.9705,-54.1045)
2593: (x,y)=(-54.2213,-55.9589)
2594: (x,y)=(-55.3106,-54.2815)
2595: (x,y)=(-55.3455,-56.2812)
2596: (x,y)=(-57.1581,-57.1265)
2597: (x,y)=(-56.2501,-55.3445)
2598: (x,y)=(-54.3276,-54.7932)
2599: (x,y)=(-56.2763,-54.3433)
2600: (x,y)=(-57.6403,-55.806)
2601: (x,y)=(-58.9786,-54.3197)
2602: (x,y)=(-58.7003,-52.3392)
2603: (x,y)=(-57.1242,-53.5705)
2604: (x,y)=(-58.4625,-52.0842)
2605: (x,y)=(-56.9304,-50.7986)
2606: (x,y)=(-55.0632,-50.0819)
2607: (x,y)=(-54.6133,-48.1331)
2608: (x,y)=(-53.6437,-49.8824)
2609: (x,y)=(-51.7311,-50.4671)
2610: (x,y)=(-53.5721,-49.6857)
2611: (x,y)=(-54.9863,-51.0999)
2612: (x,y)=(-54.4687,-49.168)
2613: (x,y)=(-56.3359,-48.4513)
2614: (x,y)=(-54.8496,-49.7896)
2615: (x,y)=(-56.6767,-50.603)
2616: (x,y)=(-58.354,-51.6923)
2617: (x,y)=(-59.3841,-53.4066)
2618: (x,y)=(-59.4887,-51.4094)
2619: (x,y)=(-61.1661,-52.4987)
2620: (x,y)=(-63.1612,-52.3591)
2621: (x,y)=(-61.4651,-53.419)
2622: (x,y)=(-61.0493,-51.4627)
2623: (x,y)=(-62.2529,-53.06)
2624: (x,y)=(-62.4272,-55.0524)
2625: (x,y)=(-62.9785,-53.1298)
2626: (x,y)=(-64.6168,-54.277)
2627: (x,y)=(-62.6217,-54.4165)
2628: (x,y)=(-62.3433,-56.397)
2629: (x,y)=(-62.3433,-54.397)
2630: (x,y)=(-64.3187,-54.7099)
2631: (x,y)=(-65.4371,-56.368)
2632: (x,y)=(-64.6236,-58.1951)
2633: (x,y)=(-65.5626,-59.961)
2634: (x,y)=(-64.6236,-58.1951)
2635: (x,y)=(-62.6312,-58.3694)
2636: (x,y)=(-63.7496,-60.0275)
2637: (x,y)=(-65.7469,-59.9228)
2638: (x,y)=(-67.6956,-59.4729)
2639: (x,y)=(-69.0596,-60.9356)
2640: (x,y)=(-67.856,-62.5329)
2641: (x,y)=(-67.0745,-64.3739)
2642: (x,y)=(-65.6852,-62.9352)
2643: (x,y)=(-63.8726,-63.7804)
2644: (x,y)=(-62.0906,-62.8724)
2645: (x,y)=(-60.178,-63.4572)
2646: (x,y)=(-61.086,-65.2392)
2647: (x,y)=(-59.1009,-64.9955)
2648: (x,y)=(-58.8918,-63.0064)
2649: (x,y)=(-57.6062,-64.5385)
2650: (x,y)=(-56.009,-65.7421)
2651: (x,y)=(-57.7051,-64.6823)
2652: (x,y)=(-55.7418,-64.3007)
2653: (x,y)=(-54.8338,-62.5187)
2654: (x,y)=(-53.1955,-63.6658)
2655: (x,y)=(-54.7498,-62.4072)
2656: (x,y)=(-53.1115,-61.26)
2657: (x,y)=(-51.3295,-60.352)
2658: (x,y)=(-51.7794,-62.3008)
2659: (x,y)=(-52.5929,-60.4737)
2660: (x,y)=(-54.0792,-61.812)
2661: (x,y)=(-53.6975,-63.7752)
2662: (x,y)=(-55.6975,-63.7752)
2663: (x,y)=(-55.9413,-65.7603)
2664: (x,y)=(-54.71,-64.1843)
2665: (x,y)=(-56.6418,-63.6666)
2666: (x,y)=(-55.5525,-61.9893)
2667: (x,y)=(-57.1068,-63.2479)
2668: (x,y)=(-58.9194,-62.4027)
2669: (x,y)=(-58.3347,-60.4901)
2670: (x,y)=(-60.049,-59.46)
2671: (x,y)=(-60.2233,-61.4524)
2672: (x,y)=(-60.9726,-63.3068)
2673: (x,y)=(-62.9576,-63.5505)
2674: (x,y)=(-64.2432,-62.0184)
2675: (x,y)=(-62.8539,-60.5797)
2676: (x,y)=(-64.7858,-60.0621)
2677: (x,y)=(-64.4041,-58.0989)
2678: (x,y)=(-65.8184,-56.6846)
2679: (x,y)=(-64.0691,-55.715)
2680: (x,y)=(-63.5853,-53.7744)
2681: (x,y)=(-63.829,-55.7595)
2682: (x,y)=(-65.5433,-54.7294)
2683: (x,y)=(-64.6666,-52.9319)
2684: (x,y)=(-63.6068,-51.2358)
2685: (x,y)=(-65.2248,-50.0602)
2686: (x,y)=(-66.7342,-51.3723)
2687: (x,y)=(-67.7038,-49.6231)
2688: (x,y)=(-66.5567,-47.9848)
2689: (x,y)=(-65.0473,-49.2969)
2690: (x,y)=(-64.7,-47.3273)
2691: (x,y)=(-62.8089,-47.9784)
2692: (x,y)=(-61.3947,-46.5642)
2693: (x,y)=(-63.0908,-45.5044)
2694: (x,y)=(-62.2456,-47.317)
2695: (x,y)=(-60.2459,-47.2821)
2696: (x,y)=(-60.1064,-45.2869)
2697: (x,y)=(-61.9474,-44.5055)
2698: (x,y)=(-62.2602,-46.4808)
2699: (x,y)=(-60.511,-47.4505)
2700: (x,y)=(-58.6316,-48.1345)
2701: (x,y)=(-59.0474,-46.1782)
2702: (x,y)=(-60.4617,-47.5924)
2703: (x,y)=(-59.8436,-45.6903)
2704: (x,y)=(-58.2053,-44.5432)
2705: (x,y)=(-60.0847,-45.2272)
2706: (x,y)=(-62.041,-44.8114)
2707: (x,y)=(-60.5089,-43.5258)
2708: (x,y)=(-62.498,-43.7349)
2709: (x,y)=(-64.2639,-42.7959)
2710: (x,y)=(-65.3237,-41.0998)
2711: (x,y)=(-67.038,-40.0697)
2712: (x,y)=(-65.7524,-38.5377)
2713: (x,y)=(-65.1677,-36.625)
2714: (x,y)=(-66.6998,-37.9106)
2715: (x,y)=(-65.7609,-36.1447)
2716: (x,y)=(-65.5171,-38.1298)
2717: (x,y)=(-67.2132,-39.1897)
2718: (x,y)=(-65.4812,-38.1897)
2719: (x,y)=(-63.4824,-38.2595)
2720: (x,y)=(-61.8643,-37.0839)
2721: (x,y)=(-59.889,-37.3968)
2722: (x,y)=(-59.2049,-35.5174)
2723: (x,y)=(-60.4086,-33.9201)
2724: (x,y)=(-60.8244,-35.8764)
2725: (x,y)=(-60.9291,-37.8737)
2726: (x,y)=(-62.0762,-36.2353)
2727: (x,y)=(-63.8083,-37.2353)
2728: (x,y)=(-64.685,-39.0329)
2729: (x,y)=(-63.4814,-40.6302)
2730: (x,y)=(-61.5588,-41.1815)
2731: (x,y)=(-62.1436,-39.2689)
2732: (x,y)=(-61.6259,-41.2007)
2733: (x,y)=(-62.5649,-42.9666)
2734: (x,y)=(-61.1756,-44.4053)
2735: (x,y)=(-62.9415,-43.4664)
2736: (x,y)=(-64.0599,-45.1244)
2737: (x,y)=(-62.4418,-46.3)
2738: (x,y)=(-63.191,-44.4456)
2739: (x,y)=(-61.3239,-45.1624)
2740: (x,y)=(-60.1767,-46.8007)
2741: (x,y)=(-61.6154,-48.19)
2742: (x,y)=(-59.6181,-48.2947)
2743: (x,y)=(-61.6154,-48.19)
2744: (x,y)=(-63.5064,-47.5389)
2745: (x,y)=(-63.2974,-49.5279)
2746: (x,y)=(-61.6393,-50.6463)
2747: (x,y)=(-59.925,-51.6764)
2748: (x,y)=(-58.7494,-50.0583)
2749: (x,y)=(-58.8889,-52.0535)
2750: (x,y)=(-57.5768,-50.544)
2751: (x,y)=(-59.1741,-51.7477)
2752: (x,y)=(-57.3197,-52.4969)
2753: (x,y)=(-55.3209,-52.4271)
2754: (x,y)=(-56.6065,-50.895)
2755: (x,y)=(-55.8898,-49.0278)
2756: (x,y)=(-54.0226,-48.3111)
2757: (x,y)=(-55.6199,-47.1075)
2758: (x,y)=(-53.7655,-46.3583)
2759: (x,y)=(-54.0438,-44.3777)
2760: (x,y)=(-54.0788,-46.3774)
2761: (x,y)=(-55.2543,-44.7594)
2762: (x,y)=(-56.7864,-46.045)
2763: (x,y)=(-58.0985,-44.5355)
2764: (x,y)=(-56.4405,-45.6539)
2765: (x,y)=(-57.7787,-44.1676)
2766: (x,y)=(-55.8562,-43.6164)
2767: (x,y)=(-57.8535,-43.5117)
2768: (x,y)=(-57.1367,-45.3788)
2769: (x,y)=(-55.1562,-45.6572)
2770: (x,y)=(-56.8143,-44.5388)
2771: (x,y)=(-55.476,-46.0251)
2772: (x,y)=(-56.0607,-44.1125)
2773: (x,y)=(-54.3464,-45.1426)
2774: (x,y)=(-53.0608,-46.6746)
2775: (x,y)=(-55.0096,-46.2247)
2776: (x,y)=(-56.7588,-45.2551)
2777: (x,y)=(-57.7889,-43.5408)
2778: (x,y)=(-58.44,-41.6498)
2779: (x,y)=(-56.7439,-40.5899)
2780: (x,y)=(-55.3546,-42.0286)
2781: (x,y)=(-55.2151,-44.0237)
2782: (x,y)=(-55.5624,-45.9933)
2783: (x,y)=(-54.2503,-44.4839)
2784: (x,y)=(-56.1046,-45.2331)
2785: (x,y)=(-54.7664,-43.7468)
2786: (x,y)=(-52.8101,-44.1627)
2787: (x,y)=(-54.4682,-43.0443)
2788: (x,y)=(-54.3635,-41.047)
2789: (x,y)=(-52.6861,-42.1363)
2790: (x,y)=(-50.784,-41.5183)
2791: (x,y)=(-52.6512,-42.235)
2792: (x,y)=(-53.067,-44.1913)
2793: (x,y)=(-51.491,-42.96)
2794: (x,y)=(-49.5156,-43.2728)
2795: (x,y)=(-47.6612,-44.0221)
2796: (x,y)=(-49.6175,-44.4379)
2797: (x,y)=(-49.7222,-42.4406)
2798: (x,y)=(-48.2595,-41.0766)
2799: (x,y)=(-47.9812,-39.0961)
2800: (x,y)=(-46.4949,-40.4343)
2801: (x,y)=(-47.642,-42.0727)
2802: (x,y)=(-46.8286,-43.8997)
2803: (x,y)=(-48.5606,-42.8997)
2804: (x,y)=(-47.1966,-41.437)
2805: (x,y)=(-48.2859,-39.7597)
2806: (x,y)=(-50.1769,-40.4108)
2807: (x,y)=(-49.8296,-38.4412)
2808: (x,y)=(-49.0804,-36.5868)
2809: (x,y)=(-48.9757,-34.5896)
2810: (x,y)=(-50.5938,-33.414)
2811: (x,y)=(-51.7693,-35.0321)
2812: (x,y)=(-50.1513,-36.2076)
2813: (x,y)=(-51.8287,-37.2969)
2814: (x,y)=(-50.4647,-38.7596)
2815: (x,y)=(-50.8805,-36.8033)
2816: (x,y)=(-51.7572,-38.6009)
2817: (x,y)=(-49.7721,-38.8446)
2818: (x,y)=(-48.0062,-39.7836)
2819: (x,y)=(-46.1391,-39.0668)
2820: (x,y)=(-47.1391,-40.7989)
2821: (x,y)=(-46.3899,-42.6533)
2822: (x,y)=(-48.3531,-42.2716)
2823: (x,y)=(-48.9044,-44.1942)
2824: (x,y)=(-50.6364,-45.1942)
2825: (x,y)=(-50.9837,-47.1638)
2826: (x,y)=(-49.1166,-47.8805)
2827: (x,y)=(-47.304,-47.0353)
2828: (x,y)=(-48.1174,-45.2082)
2829: (x,y)=(-48.4647,-43.2386)
2830: (x,y)=(-47.4347,-41.5242)
2831: (x,y)=(-46.465,-39.775)
2832: (x,y)=(-44.5425,-40.3263)
2833: (x,y)=(-44.9241,-38.363)
2834: (x,y)=(-44.7151,-36.374)
2835: (x,y)=(-45.6847,-34.6247)
2836: (x,y)=(-43.8871,-35.5015)
2837: (x,y)=(-42.2691,-36.6771)
2838: (x,y)=(-41.2092,-38.3732)
2839: (x,y)=(-42.086,-36.5756)
2840: (x,y)=(-42.8027,-38.4427)
2841: (x,y)=(-44.3787,-37.2114)
2842: (x,y)=(-46.2459,-36.4947)
2843: (x,y)=(-46.4549,-38.4837)
2844: (x,y)=(-48.4522,-38.379)
2845: (x,y)=(-46.6546,-37.5023)
2846: (x,y)=(-47.7145,-39.1984)
2847: (x,y)=(-49.4804,-38.2594)
2848: (x,y)=(-48.8956,-40.1721)
2849: (x,y)=(-49.9554,-41.8682)
2850: (x,y)=(-51.131,-43.4862)
2851: (x,y)=(-53.1307,-43.5211)
2852: (x,y)=(-51.5764,-42.2625)
2853: (x,y)=(-53.2538,-43.3517)
2854: (x,y)=(-54.8081,-44.6104)
2855: (x,y)=(-55.747,-46.3763)
2856: (x,y)=(-55.6075,-44.3811)
2857: (x,y)=(-56.0574,-42.4324)
2858: (x,y)=(-54.1255,-41.9148)
2859: (x,y)=(-52.1502,-41.6019)
2860: (x,y)=(-52.0106,-39.6068)
2861: (x,y)=(-52.2544,-37.6217)
2862: (x,y)=(-53.2544,-35.8896)
2863: (x,y)=(-55.0203,-36.8286)
2864: (x,y)=(-53.0884,-36.3109)
2865: (x,y)=(-53.6397,-38.2334)
2866: (x,y)=(-52.0217,-39.409)
2867: (x,y)=(-54.0141,-39.5833)
2868: (x,y)=(-55.78,-40.5223)
2869: (x,y)=(-57.5775,-41.399)
2870: (x,y)=(-59.5626,-41.1553)
2871: (x,y)=(-58.0763,-39.817)
2872: (x,y)=(-57.798,-41.7976)
2873: (x,y)=(-56.0837,-40.7675)
2874: (x,y)=(-54.9944,-39.0901)
2875: (x,y)=(-55.376,-41.0534)
2876: (x,y)=(-56.4944,-39.3953)
2877: (x,y)=(-54.6818,-38.5501)
2878: (x,y)=(-55.5898,-36.7681)
2879: (x,y)=(-56.6496,-38.4642)
2880: (x,y)=(-57.768,-36.8061)
2881: (x,y)=(-58.0463,-38.7866)
2882: (x,y)=(-58.4621,-36.8303)
2883: (x,y)=(-59.0802,-34.9282)
2884: (x,y)=(-60.3923,-36.4376)
2885: (x,y)=(-60.8081,-38.3939)
2886: (x,y)=(-60.1901,-40.296)
2887: (x,y)=(-58.5928,-39.0924)
2888: (x,y)=(-60.4472,-38.3432)
2889: (x,y)=(-61.6508,-36.7459)
2890: (x,y)=(-62.4961,-34.9333)
2891: (x,y)=(-62.6704,-32.9409)
2892: (x,y)=(-64.5375,-33.6577)
2893: (x,y)=(-62.6581,-32.9736)
2894: (x,y)=(-61.0821,-34.2049)
2895: (x,y)=(-63.0046,-33.6537)
2896: (x,y)=(-61.1375,-34.3704)
2897: (x,y)=(-60.7559,-32.4071)
2898: (x,y)=(-61.5693,-34.2342)
2899: (x,y)=(-60.3657,-32.637)
2900: (x,y)=(-62.0618,-31.5771)
2901: (x,y)=(-63.0618,-29.8451)
2902: (x,y)=(-64.7391,-28.7558)
2903: (x,y)=(-66.2712,-30.0414)
2904: (x,y)=(-64.3691,-29.4233)
2905: (x,y)=(-62.6918,-28.3341)
2906: (x,y)=(-60.6918,-28.3341)
2907: (x,y)=(-60.0737,-26.4319)
2908: (x,y)=(-61.5832,-25.1198)
2909: (x,y)=(-63.2605,-24.0306)
2910: (x,y)=(-62.5438,-22.1634)
2911: (x,y)=(-61.1545,-23.6021)
2912: (x,y)=(-62.8865,-24.6021)
2913: (x,y)=(-62.3352,-22.6795)
2914: (x,y)=(-64.1011,-21.7406)
2915: (x,y)=(-63.4831,-19.8385)
2916: (x,y)=(-64.1998,-21.7057)
2917: (x,y)=(-65.5638,-23.1684)
2918: (x,y)=(-67.5126,-23.6183)
2919: (x,y)=(-69.1098,-22.4146)
2920: (x,y)=(-69.0052,-24.4119)
2921: (x,y)=(-67.1141,-25.063)
2922: (x,y)=(-69.1114,-25.1677)
2923: (x,y)=(-71.1102,-25.2375)
2924: (x,y)=(-69.2081,-25.8555)
2925: (x,y)=(-71.0624,-25.1063)
2926: (x,y)=(-70.2172,-23.2937)
2927: (x,y)=(-72.1082,-22.6426)
2928: (x,y)=(-73.0472,-20.8767)
2929: (x,y)=(-74.8292,-21.7847)
2930: (x,y)=(-73.0316,-20.9079)
2931: (x,y)=(-74.3956,-22.3706)
2932: (x,y)=(-72.455,-22.8545)
2933: (x,y)=(-70.564,-22.2033)
2934: (x,y)=(-72.0267,-23.5673)
2935: (x,y)=(-73.906,-24.2514)
2936: (x,y)=(-72.0517,-23.5022)
2937: (x,y)=(-72.9284,-25.2997)
2938: (x,y)=(-71.3312,-26.5034)
2939: (x,y)=(-69.3421,-26.7124)
2940: (x,y)=(-67.44,-27.3305)
2941: (x,y)=(-66.1279,-28.8399)
2942: (x,y)=(-67.6373,-30.152)
2943: (x,y)=(-69.3693,-31.152)
2944: (x,y)=(-71.2237,-31.9012)
2945: (x,y)=(-72.9896,-32.8402)
2946: (x,y)=(-74.4283,-31.4508)
2947: (x,y)=(-73.8435,-29.5382)
2948: (x,y)=(-72.0777,-28.5993)
2949: (x,y)=(-72.5276,-30.548)
2950: (x,y)=(-73.4043,-28.7504)
2951: (x,y)=(-74.1535,-30.6048)
2952: (x,y)=(-75.7918,-31.752)
2953: (x,y)=(-77.6828,-32.4031)
2954: (x,y)=(-76.7132,-34.1523)
2955: (x,y)=(-77.8025,-35.8297)
2956: (x,y)=(-79.6001,-34.9529)
2957: (x,y)=(-78.9161,-33.0735)
2958: (x,y)=(-79.7295,-34.9006)
2959: (x,y)=(-77.7405,-34.6916)
2960: (x,y)=(-78.3252,-36.6042)
2961: (x,y)=(-76.3934,-36.0866)
2962: (x,y)=(-74.6973,-35.0267)
2963: (x,y)=(-76.6291,-35.5444)
2964: (x,y)=(-76.6989,-33.5456)
2965: (x,y)=(-77.7588,-35.2417)
2966: (x,y)=(-77.2411,-33.3098)
2967: (x,y)=(-79.1083,-32.5931)
2968: (x,y)=(-77.5989,-31.281)
2969: (x,y)=(-79.2169,-32.4565)
2970: (x,y)=(-81.0145,-31.5798)
2971: (x,y)=(-79.3002,-30.5497)
2972: (x,y)=(-79.8514,-32.4722)
2973: (x,y)=(-78.8818,-30.723)
2974: (x,y)=(-77.3275,-29.4644)
2975: (x,y)=(-75.6132,-28.4343)
2976: (x,y)=(-75.1293,-26.4937)
2977: (x,y)=(-74.1597,-28.2429)
2978: (x,y)=(-72.2471,-28.8277)
2979: (x,y)=(-74.2395,-29.002)
2980: (x,y)=(-72.5814,-30.1204)
2981: (x,y)=(-73.6707,-28.443)
2982: (x,y)=(-72.9867,-30.3224)
2983: (x,y)=(-72.6738,-32.2978)
2984: (x,y)=(-72.3609,-30.3224)
2985: (x,y)=(-70.8288,-29.0368)
2986: (x,y)=(-70.1777,-27.1458)
2987: (x,y)=(-68.9741,-28.7431)
2988: (x,y)=(-69.4579,-26.8025)
2989: (x,y)=(-67.5785,-26.1184)
2990: (x,y)=(-66.0691,-27.4306)
2991: (x,y)=(-66.1738,-25.4333)
2992: (x,y)=(-67.6832,-24.1212)
2993: (x,y)=(-67.7879,-22.1239)
2994: (x,y)=(-69.4059,-20.9483)
2995: (x,y)=(-70.2511,-22.761)
2996: (x,y)=(-72.1422,-23.4121)
2997: (x,y)=(-70.1571,-23.6558)
2998: (x,y)=(-71.3327,-22.0378)
2999: (x,y)=(-73.1147,-21.1298)
3000: (x,y)=(-74.8108,-20.07)
3001: (x,y)=(-72.812,-20.1398)
3002: (x,y)=(-72.2944,-22.0716)
3003: (x,y)=(-71.9127,-24.0349)
3004: (x,y)=(-72.8207,-25.8169)
3005: (x,y)=(-71.0715,-24.8473)
3006: (x,y)=(-71.0715,-22.8473)
3007: (x,y)=(-72.5342,-21.4833)
3008: (x,y)=(-73.2509,-19.6161)
3009: (x,y)=(-74.869,-18.4406)
3010: (x,y)=(-76.5833,-19.4706)
3011: (x,y)=(-78.3653,-20.3786)
3012: (x,y)=(-79.6509,-21.9107)
3013: (x,y)=(-78.2869,-23.3734)
3014: (x,y)=(-78.3567,-25.3722)
3015: (x,y)=(-78.1824,-23.3798)
3016: (x,y)=(-78.1475,-25.3795)
3017: (x,y)=(-76.5502,-24.1759)
3018: (x,y)=(-74.6592,-23.5247)
3019: (x,y)=(-76.6224,-23.1431)
3020: (x,y)=(-76.7619,-21.148)
3021: (x,y)=(-76.9362,-23.1404)
3022: (x,y)=(-78.8768,-22.6565)
3023: (x,y)=(-76.9974,-21.9725)
3024: (x,y)=(-78.5069,-23.2846)
3025: (x,y)=(-80.4195,-22.6999)
3026: (x,y)=(-79.9018,-20.768)
3027: (x,y)=(-78.3697,-19.4824)
3028: (x,y)=(-80.3588,-19.2734)
3029: (x,y)=(-79.1001,-20.8277)
3030: (x,y)=(-80.1001,-19.0956)
3031: (x,y)=(-82.0407,-18.6118)
3032: (x,y)=(-80.0654,-18.9246)
3033: (x,y)=(-81.7427,-20.0139)
3034: (x,y)=(-82.09,-21.9835)
3035: (x,y)=(-84.0596,-22.3308)
3036: (x,y)=(-83.3104,-20.4765)
3037: (x,y)=(-83.2406,-18.4777)
3038: (x,y)=(-83.5189,-20.4582)
3039: (x,y)=(-82.155,-18.9955)
3040: (x,y)=(-84.1303,-18.6826)
3041: (x,y)=(-83.2851,-16.87)
3042: (x,y)=(-84.4322,-15.2317)
3043: (x,y)=(-82.4335,-15.1619)
3044: (x,y)=(-80.8154,-13.9864)
3045: (x,y)=(-82.3475,-15.2719)
3046: (x,y)=(-80.5204,-16.0854)
3047: (x,y)=(-81.0717,-14.1629)
3048: (x,y)=(-79.7334,-12.6766)
3049: (x,y)=(-81.1721,-11.2873)
3050: (x,y)=(-83.1209,-10.8374)
3051: (x,y)=(-81.2798,-10.0559)
3052: (x,y)=(-82.1566,-8.25833)
3053: (x,y)=(-80.5386,-9.4339)
3054: (x,y)=(-79.0291,-8.12178)
3055: (x,y)=(-77.0728,-8.5376)
3056: (x,y)=(-78.6489,-7.30628)
3057: (x,y)=(-78.614,-5.30658)
3058: (x,y)=(-80.0282,-3.89237)
3059: (x,y)=(-78.2789,-2.92275)
3060: (x,y)=(-76.5646,-1.89267)
3061: (x,y)=(-74.752,-1.04744)
3062: (x,y)=(-76.6191,-1.76417)
3063: (x,y)=(-75.2049,-0.34996)
3064: (x,y)=(-76.1746,-2.0992)
3065: (x,y)=(-78.1151,-1.61536)
3066: (x,y)=(-79.7332,-2.79093)
3067: (x,y)=(-77.7335,-2.82583)
3068: (x,y)=(-75.7929,-3.30968)
3069: (x,y)=(-77.1569,-1.84697)
3070: (x,y)=(-78.0021,-0.0343521)
3071: (x,y)=(-77.2854,-1.90151)
3072: (x,y)=(-76.2255,-0.205417)
3073: (x,y)=(-78.0382,-1.05065)
3074: (x,y)=(-76.9783,-2.74675)
3075: (x,y)=(-77.8863,-4.52876)
3076: (x,y)=(-79.7773,-3.87763)
3077: (x,y)=(-79.0606,-5.74479)
3078: (x,y)=(-80.0606,-4.01274)
3079: (x,y)=(-78.091,-4.36003)
3080: (x,y)=(-77.1214,-2.61079)
3081: (x,y)=(-77.8706,-0.756425)
3082: (x,y)=(-76.0886,0.151556)
3083: (x,y)=(-77.9296,0.933018)
3084: (x,y)=(-76.5154,-0.481196)
3085: (x,y)=(-75.7986,1.38597)
3086: (x,y)=(-76.7376,-0.37993)
3087: (x,y)=(-77.1192,1.58332)
3088: (x,y)=(-78.4575,0.0970346)
3089: (x,y)=(-78.4924,-1.90266)
3090: (x,y)=(-79.1764,-0.0232755)
3091: (x,y)=(-77.297,0.660765)
3092: (x,y)=(-78.6863,-0.777915)
3093: (x,y)=(-80.0503,0.684793)
3094: (x,y)=(-81.9414,1.33593)
3095: (x,y)=(-81.3566,-0.576681)
3096: (x,y)=(-81.0783,1.40386)
3097: (x,y)=(-80.9736,3.40111)
3098: (x,y)=(-82.1772,4.99839)
3099: (x,y)=(-80.3952,5.90637)
3100: (x,y)=(-78.4389,6.32219)
3101: (x,y)=(-76.5718,7.03893)
3102: (x,y)=(-75.0175,5.78029)
3103: (x,y)=(-76.8585,4.99882)
3104: (x,y)=(-77.8281,3.24958)
3105: (x,y)=(-79.3602,4.53516)
3106: (x,y)=(-79.7075,6.50477)
3107: (x,y)=(-80.3915,4.62539)
3108: (x,y)=(-79.6748,6.49255)
3109: (x,y)=(-80.2261,4.57003)
3110: (x,y)=(-78.3717,3.82081)
3111: (x,y)=(-76.4398,3.30318)
3112: (x,y)=(-78.3717,3.82081)
3113: (x,y)=(-78.4066,1.82112)
3114: (x,y)=(-77.2882,3.47919)
3115: (x,y)=(-79.0026,2.44912)
3116: (x,y)=(-80.5568,1.19048)
3117: (x,y)=(-80.3825,3.18287)
3118: (x,y)=(-78.4507,3.7005)
3119: (x,y)=(-76.451,3.6656)
3120: (x,y)=(-74.5191,4.18324)
3121: (x,y)=(-76.5115,4.00893)
3122: (x,y)=(-74.5709,4.49277)
3123: (x,y)=(-74.8838,2.51739)
3124: (x,y)=(-74.0071,0.719804)
3125: (x,y)=(-75.9994,0.545493)
3126: (x,y)=(-77.7653,-0.39345)
3127: (x,y)=(-79.7407,-0.706319)
3128: (x,y)=(-79.497,1.27877)
3129: (x,y)=(-77.5079,1.06972)
3130: (x,y)=(-79.497,0.860659)
3131: (x,y)=(-77.7311,-0.0782839)
3132: (x,y)=(-77.5568,-2.07067)
3133: (x,y)=(-75.8794,-3.15995)
3134: (x,y)=(-77.4975,-1.98438)
3135: (x,y)=(-77.4277,0.0144008)
3136: (x,y)=(-76.3976,1.72874)
3137: (x,y)=(-74.485,1.14399)
3138: (x,y)=(-76.4774,0.96968)
3139: (x,y)=(-77.447,2.71892)
3140: (x,y)=(-76.5702,4.51651)
3141: (x,y)=(-78.4724,3.89847)
3142: (x,y)=(-77.354,2.2404)
3143: (x,y)=(-78.262,0.458386)
3144: (x,y)=(-80.2107,0.00848368)
3145: (x,y)=(-78.2107,0.00848368)
3146: (x,y)=(-80.1912,-0.269863)
3147: (x,y)=(-79.8439,-2.23948)
3148: (x,y)=(-81.5583,-3.26955)
3149: (x,y)=(-83.2726,-4.29963)
3150: (x,y)=(-83.2726,-2.29963)
3151: (x,y)=(-82.1255,-3.93793)
3152: (x,y)=(-81.2487,-2.14035)
3153: (x,y)=(-82.7581,-3.45246)
3154: (x,y)=(-81.9129,-1.63985)
3155: (x,y)=(-79.9324,-1.3615)
3156: (x,y)=(-80.6491,-3.22866)
3157: (x,y)=(-79.7102,-1.46277)
3158: (x,y)=(-80.9957,-2.99486)
3159: (x,y)=(-79.2298,-2.05591)
3160: (x,y)=(-77.2735,-1.64009)
3161: (x,y)=(-76.8919,0.323164)
3162: (x,y)=(-76.8919,2.32316)
3163: (x,y)=(-75.5537,0.836874)
3164: (x,y)=(-73.8763,-0.252404)
3165: (x,y)=(-75.8517,0.0604649)
3166: (x,y)=(-74.2974,-1.19818)
3167: (x,y)=(-76.267,-0.85088)
3168: (x,y)=(-77.7764,-2.163)
